RESPNUM,Q1,Q2,Rec_Age,Q3_01,Q3_02,Q3_03,Q3_04,Q3_05,Q3_06,Q3_07,Q3_08,Q3_09,Q3_10,Q3_11,Q3_12,Q3_13,Q4a_01,Q4a_02,Q4a_03,Q4a_04,Q4a_05,Q4a_06,Q4a_07,Q4a_08,Q4a_09,Q4a_10,Q4a_11,Q4a_12,Q4a_13,Q4a_14,Q4b_01,Q4b_02,Q4b_03,Q4b_04,Q4b_05,Q4b_06,Q4b_07,Q4b_08,Q4b_09,Q4b_10,Q4b_11,Q4b_12,Q4b_13,Q4b_14,Q4c_01,Q4c_02,Q4c_03,Q4c_04,Q4c_05,Q4c_06,Q4c_07,Q4c_08,Q4c_09,Q4c_10,Q4c_11,Q4c_12,Q4c_13,Q4c_14,Q4d_01,Q4d_02,Q4d_03,Q4d_04,Q4d_05,Q4d_06,Q4d_07,Q4d_08,Q4d_09,Q4d_10,Q4d_11,Q4d_12,Q4d_13,Q4d_14,Q4e_01,Q4e_02,Q4e_03,Q4e_04,Q4e_05,Q4e_06,Q4e_07,Q4e_08,Q4e_09,Q4e_10,Q4e_11,Q4e_12,Q4e_13,Q4e_14,Q4f_01,Q4f_02,Q4f_03,Q4f_04,Q4f_05,Q4f_06,Q4f_07,Q4f_08,Q4f_09,Q4f_10,Q4f_11,Q4f_12,Q4f_13,Q4f_14,Q4g_01,Q4g_02,Q4g_03,Q4g_04,Q4g_05,Q4g_06,Q4g_07,Q4g_08,Q4g_09,Q4g_10,Q4g_11,Q4g_12,Q4g_13,Q4g_14,Q4h_01,Q4h_02,Q4h_03,Q4h_04,Q4h_05,Q4h_06,Q4h_07,Q4h_08,Q4h_09,Q4h_10,Q4h_11,Q4h_12,Q4h_13,Q4h_14,Q4i_01,Q4i_02,Q4i_03,Q4i_04,Q4i_05,Q4i_06,Q4i_07,Q4i_08,Q4i_09,Q4i_10,Q4i_11,Q4i_12,Q4i_13,Q4i_14,Q5a_left,Q5a_right,Q5b_left,Q5b_right,Q5c_left,Q5c_right,Q5d_left,Q5d_right,Q5e_left,Q5e_right,Q5f_left,Q5f_right,Q6_01,Q6_02,Q6_03,Q6_04,Q6_05,Q6_06,Q6_07,Q6_08,Q6_09,Q6_10,Q7,StartDate,StartTime,endDate,EndTime,Timetaken
248,2,8,3,7,7,4,6,4,4,8,4,4,6,9,9,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,4,3,2,5,3,1,4,5,4,2,1,0,0,1,0,0,0,0,1,0,2,7/4/2017,10:19:20,7/4/2017,10:25:03,5:42
249,2,7,2,8,1,1,3,1,8,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,1,2,5,3,3,2,1,5,1,1,1,0,0,0,0,1,1,0,7,7/4/2017,10:27:21,7/4/2017,10:31:03,3:42
250,1,6,2,7,1,1,8,8,1,1,1,1,1,10,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,2,1,3,5,2,4,3,5,4,2,0,0,0,1,0,0,0,1,0,0,4,7/4/2017,10:32:00,7/4/2017,10:33:51,1:51
251,2,7,2,1,5,1,7,1,9,1,1,1,1,8,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,2,4,3,5,2,5,3,5,4,5,0,0,0,1,0,0,0,0,1,0,2,7/4/2017,10:31:38,7/4/2017,10:51:27,19:49
252,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,1,1,4,3,2,1,2,2,1,0,0,0,0,0,0,0,0,1,0,5,7/4/2017,11:15:56,7/4/2017,11:21:31,5:34
253,2,6,2,11,11,3,11,8,6,6,3,11,11,11,11,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,3,3,4,2,5,2,4,4,3,1,0,1,1,0,0,0,0,1,0,8,7/4/2017,11:13:09,7/4/2017,11:27:17,14:07
254,1,5,2,9,5,2,7,1,4,7,3,3,3,7,2,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,4,3,2,4,3,3,5,1,3,1,1,1,0,0,0,1,1,0,0,9,7/4/2017,14:54:51,7/4/2017,15:00:05,5:14
255,1,3,1,9,7,8,9,9,7,7,6,7,7,7,7,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,5,1,5,3,5,2,5,2,4,1,5,1,0,1,0,0,1,0,1,1,0,9,7/4/2017,14:49:41,7/4/2017,15:05:02,15:20
256,1,6,2,11,1,1,11,1,1,6,1,6,6,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,5,1,2,2,1,2,4,1,4,1,1,1,0,0,0,1,0,0,0,5,7/4/2017,15:15:58,7/4/2017,15:19:27,3:29
257,1,6,2,9,9,5,9,6,5,8,5,7,7,8,9,7,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,3,3,5,4,1,3,4,1,2,1,0,1,0,0,0,0,1,0,0,6,7/4/2017,15:20:06,7/4/2017,15:25:41,5:35
258,1,4,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,1,2,4,2,2,1,2,4,1,2,0,0,0,0,1,0,1,0,0,0,3,7/4/2017,15:23:45,7/4/2017,15:27:07,3:22
259,1,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,5,3,5,5,4,3,5,1,5,1,0,1,0,0,0,0,1,1,0,6,7/4/2017,15:52:52,7/4/2017,15:57:36,4:44
260,1,2,1,11,11,11,11,10,11,11,11,11,10,11,10,10,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,4,5,3,2,3,1,5,2,1,3,0,0,0,1,0,0,0,0,0,0,1,7/4/2017,15:53:05,7/4/2017,15:55:47,2:41
261,1,5,2,11,11,11,11,11,8,11,11,11,11,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,5,1,5,2,5,2,5,1,5,1,0,1,0,0,0,1,0,1,0,5,7/4/2017,15:27:56,7/4/2017,15:37:34,9:37
262,1,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,1,5,4,5,4,1,1,4,1,5,1,1,0,0,1,0,0,1,1,0,6,7/4/2017,15:34:05,7/4/2017,15:38:41,4:36
263,1,7,2,7,5,7,5,6,6,6,3,7,4,7,6,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,3,1,4,5,3,4,4,5,0,1,1,0,0,0,0,1,1,0,6,7/4/2017,16:59:49,7/4/2017,17:13:22,13:33
264,1,5,2,8,10,9,11,11,10,11,10,10,8,10,10,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,5,2,1,4,5,4,1,3,5,4,2,0,1,1,1,0,0,0,1,1,0,8,7/4/2017,17:00:49,7/4/2017,17:05:22,4:33
265,1,4,1,10,5,9,10,3,3,1,6,1,1,7,10,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,5,3,5,2,4,3,5,1,5,0,1,1,0,0,1,1,0,0,0,8,7/4/2017,17:22:57,7/4/2017,17:31:00,8:02
266,1,6,2,6,9,6,10,9,5,11,7,7,11,10,8,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,5,1,2,1,4,1,4,5,3,4,4,1,0,0,0,1,1,0,0,0,1,0,3,7/4/2017,17:59:57,7/4/2017,18:05:19,5:22
267,1,6,2,11,8,5,11,11,10,11,8,8,10,11,11,8,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,2,1,4,3,1,2,1,3,5,4,5,1,1,0,0,0,0,0,1,1,0,6,7/4/2017,17:49:14,7/4/2017,17:55:57,6:43
268,1,3,1,11,11,1,11,11,6,9,6,6,4,11,8,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,5,1,5,3,5,3,1,2,4,1,2,1,1,1,0,0,0,0,1,1,0,9,7/4/2017,18:48:41,7/4/2017,18:52:20,3:39
269,1,7,2,11,7,5,8,7,8,6,5,6,5,8,7,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,1,5,3,5,2,1,3,5,1,2,0,0,1,0,0,1,1,0,0,0,6,7/4/2017,19:12:42,7/4/2017,19:17:13,4:30
270,1,7,2,9,6,3,6,3,3,8,3,3,1,9,3,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,3,3,5,4,5,3,4,4,2,1,1,1,0,0,1,0,0,0,0,4,7/4/2017,19:18:03,7/4/2017,19:21:51,3:48
271,1,6,2,10,10,9,10,10,10,9,10,10,10,10,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,2,1,2,3,1,2,1,3,1,1,2,1,0,1,0,0,0,1,0,0,0,4,7/4/2017,19:26:28,7/4/2017,19:29:12,2:43
272,1,5,2,3,9,7,10,8,8,7,9,3,3,10,9,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,3,1,3,5,2,1,2,5,4,1,0,0,0,1,0,0,0,1,1,0,7,7/4/2017,20:06:31,7/4/2017,20:12:18,5:46
273,1,6,2,1,6,3,9,6,6,6,8,8,3,8,7,6,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,4,1,3,1,3,5,2,1,2,5,4,2,0,0,0,0,1,0,0,0,1,0,6,7/4/2017,20:20:30,7/4/2017,20:25:40,5:10
274,1,7,2,9,3,8,5,6,8,7,7,5,8,10,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,4,1,4,3,1,4,5,3,4,4,5,1,0,1,0,0,0,1,1,1,0,1,7/4/2017,20:26:49,7/4/2017,20:35:05,8:15
275,1,7,2,8,8,8,8,10,7,9,10,4,9,8,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,4,3,3,4,4,5,5,1,4,5,3,2,0,0,0,0,1,0,0,1,1,0,5,7/4/2017,20:41:40,7/4/2017,20:49:07,7:26
276,1,5,2,10,11,7,11,10,7,11,7,11,7,7,7,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,5,4,5,2,3,5,3,1,5,1,0,1,0,0,0,0,1,1,0,7,7/4/2017,20:57:55,7/4/2017,21:02:05,4:09
277,1,7,2,4,3,6,7,4,6,6,8,6,6,6,6,6,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4,1,3,1,3,1,5,1,4,1,4,1,1,1,1,0,1,0,0,1,1,0,9,7/4/2017,20:43:35,7/4/2017,20:49:09,5:34
278,1,4,1,7,5,6,10,9,5,10,5,4,2,7,7,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,5,4,5,4,5,2,4,4,5,1,0,0,0,1,0,0,0,1,0,8,7/4/2017,21:07:55,7/4/2017,21:11:25,3:29
279,1,4,1,3,8,8,4,4,2,4,2,6,1,7,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,2,4,4,3,5,3,3,5,2,1,5,1,0,1,0,1,1,0,0,0,0,0,8,7/4/2017,21:01:51,7/4/2017,21:04:04,2:12
280,1,7,2,6,8,6,8,6,6,6,6,6,6,9,6,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,2,5,3,5,2,5,3,5,4,5,1,0,0,1,0,0,0,0,1,0,5,7/4/2017,21:08:45,7/4/2017,21:13:05,4:20
281,1,4,1,11,2,6,11,2,9,5,4,5,2,6,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,1,5,1,5,2,5,2,3,1,2,1,1,1,1,0,0,1,1,1,0,7,7/4/2017,22:28:47,7/4/2017,22:54:51,26:03:00
282,1,2,1,11,11,1,11,11,11,8,7,1,7,7,11,11,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,2,3,1,4,1,4,2,1,1,5,3,2,1,0,0,1,0,0,0,0,1,0,6,7/4/2017,21:28:14,7/4/2017,21:33:58,5:44
